Files already downloaded and verified
Files already downloaded and verified
  0%|          | 0/1563 [00:00<?, ?step/s]
[ 16 / 20 ], Loss:1.0819, Acc:0.7188:  86%|████████▌ | 1339/1563 [00:13<00:02, 101.13step/s]
[ 16 / 20 ], Loss:0.8511, Acc:0.7500:  86%|████████▌ | 1339/1563 [00:13<00:02, 101.13step/s]
[ 16 / 20 ], Loss:1.0880, Acc:0.5625:  86%|████████▌ | 1339/1563 [00:13<00:02, 101.13step/s]
[ 16 / 20 ], Loss:0.6350, Acc:0.8125:  86%|████████▌ | 1339/1563 [00:13<00:02, 101.13step/s]
[ 16 / 20 ], Loss:1.3211, Acc:0.5625:  86%|████████▌ | 1339/1563 [00:13<00:02, 101.13step/s]
[ 16 / 20 ], Loss:1.3211, Acc:0.5625:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:1.1101, Acc:0.6875:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:1.0017, Acc:0.5938:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.7705, Acc:0.7188:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.8446, Acc:0.6562:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.7448, Acc:0.6875:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:1.0598, Acc:0.5000:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.5893, Acc:0.7812:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.5407, Acc:0.8750:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.7870, Acc:0.7812:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:1.0421, Acc:0.6250:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.9762, Acc:0.6875:  86%|████████▋ | 1350/1563 [00:13<00:02, 103.54step/s]
[ 16 / 20 ], Loss:0.9762, Acc:0.6875:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.9552, Acc:0.5938:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.9831, Acc:0.5938:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.9106, Acc:0.6250:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.7442, Acc:0.7188:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:1.4252, Acc:0.5312:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.9081, Acc:0.7812:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.8345, Acc:0.6875:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:0.9045, Acc:0.6250:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:1.2892, Acc:0.6250:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:1.1539, Acc:0.5312:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:1.2189, Acc:0.5938:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:1.1937, Acc:0.5000:  87%|████████▋ | 1361/1563 [00:13<00:01, 103.88step/s]
[ 16 / 20 ], Loss:1.1937, Acc:0.5000:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:1.2440, Acc:0.5625:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.8377, Acc:0.8125:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.6950, Acc:0.7500:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:1.0700, Acc:0.5938:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:1.1080, Acc:0.6250:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.8135, Acc:0.7812:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.7693, Acc:0.7812:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.8443, Acc:0.7500:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:1.1090, Acc:0.6250:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.8948, Acc:0.7500:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:0.8664, Acc:0.6875:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:1.0966, Acc:0.5938:  88%|████████▊ | 1373/1563 [00:13<00:01, 105.91step/s]
[ 16 / 20 ], Loss:1.0966, Acc:0.5938:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.7550, Acc:0.7500:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:1.2227, Acc:0.5000:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:1.0944, Acc:0.5625:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.6491, Acc:0.7500:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.9254, Acc:0.7500:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:1.0182, Acc:0.6562:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:1.1646, Acc:0.6250:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.9045, Acc:0.7188:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.9895, Acc:0.7500:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.7576, Acc:0.7812:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:0.9386, Acc:0.7188:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:1.1359, Acc:0.6250:  89%|████████▊ | 1385/1563 [00:13<00:01, 104.34step/s]
[ 16 / 20 ], Loss:1.1359, Acc:0.6250:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.9907, Acc:0.7188:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.9523, Acc:0.5938:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:1.0285, Acc:0.5938:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.6902, Acc:0.7500:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.7595, Acc:0.8125:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.7614, Acc:0.6875:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.6375, Acc:0.7812:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.7020, Acc:0.6875:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:1.0969, Acc:0.6250:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.9063, Acc:0.7188:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.7497, Acc:0.7812:  89%|████████▉ | 1397/1563 [00:13<00:01, 106.46step/s]
[ 16 / 20 ], Loss:0.7497, Acc:0.7812:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.8881, Acc:0.6562:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:1.2790, Acc:0.5625:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.7917, Acc:0.7188:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.8283, Acc:0.7500:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.9127, Acc:0.6250:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.9577, Acc:0.5625:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:1.0698, Acc:0.6562:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.7980, Acc:0.7188:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:1.2582, Acc:0.6562:  90%|█████████ | 1408/1563 [00:13<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.6287, Acc:0.8125:  90%|█████████ | 1408/1563 [00:14<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.6933, Acc:0.7500:  90%|█████████ | 1408/1563 [00:14<00:01, 107.44step/s]
[ 16 / 20 ], Loss:0.6933, Acc:0.7500:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.8704, Acc:0.6250:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.5823, Acc:0.8125:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:1.0338, Acc:0.5938:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.8166, Acc:0.5938:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.4234, Acc:0.9375:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.7858, Acc:0.7500:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.5438, Acc:0.8750:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:1.4045, Acc:0.5938:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.8144, Acc:0.6875:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.7833, Acc:0.7500:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:0.9187, Acc:0.6875:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:1.1674, Acc:0.5938:  91%|█████████ | 1419/1563 [00:14<00:01, 106.18step/s]
[ 16 / 20 ], Loss:1.1674, Acc:0.5938:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.1239, Acc:0.6562:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:0.9171, Acc:0.6875:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.0401, Acc:0.6250:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:0.9108, Acc:0.6562:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.0194, Acc:0.5312:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:0.9258, Acc:0.6562:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:0.8944, Acc:0.6875:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:0.8334, Acc:0.6250:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:0.9647, Acc:0.6875:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.1974, Acc:0.6250:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.3256, Acc:0.5000:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.1076, Acc:0.5625:  92%|█████████▏| 1431/1563 [00:14<00:01, 107.11step/s]
[ 16 / 20 ], Loss:1.1076, Acc:0.5625:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.9059, Acc:0.6875:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.9306, Acc:0.7188:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.9743, Acc:0.6562:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:1.0795, Acc:0.6250:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.7738, Acc:0.7188:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:1.1401, Acc:0.5625:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.6990, Acc:0.7500:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:1.3440, Acc:0.4688:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:1.0409, Acc:0.6562:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.9676, Acc:0.6250:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.9520, Acc:0.5625:  92%|█████████▏| 1443/1563 [00:14<00:01, 107.20step/s]
[ 16 / 20 ], Loss:0.9520, Acc:0.5625:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.8461, Acc:0.5625:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.6649, Acc:0.7500:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:1.1011, Acc:0.6562:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.7724, Acc:0.7812:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.7134, Acc:0.7812:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.7015, Acc:0.7500:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.8514, Acc:0.7812:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.9729, Acc:0.6875:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:1.3009, Acc:0.5000:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.7276, Acc:0.7188:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.9043, Acc:0.7188:  93%|█████████▎| 1454/1563 [00:14<00:01, 103.82step/s]
[ 16 / 20 ], Loss:0.9043, Acc:0.7188:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.7946, Acc:0.7188:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:1.0973, Acc:0.5312:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.9663, Acc:0.6562:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:1.0642, Acc:0.6875:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:1.3274, Acc:0.5938:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.9658, Acc:0.5625:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.9008, Acc:0.6250:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.9307, Acc:0.6875:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.7965, Acc:0.6875:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.8140, Acc:0.6875:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.9604, Acc:0.7188:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.7134, Acc:0.6562:  94%|█████████▎| 1465/1563 [00:14<00:00, 103.40step/s]
[ 16 / 20 ], Loss:0.7134, Acc:0.6562:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.8846, Acc:0.6875:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.7523, Acc:0.7188:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.8036, Acc:0.6562:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.5836, Acc:0.8438:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.8699, Acc:0.6562:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.7771, Acc:0.7188:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.7904, Acc:0.6562:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:0.9367, Acc:0.7188:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:1.1657, Acc:0.4688:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:1.1376, Acc:0.5312:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:1.3354, Acc:0.5625:  94%|█████████▍| 1477/1563 [00:14<00:00, 105.80step/s]
[ 16 / 20 ], Loss:1.3354, Acc:0.5625:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:1.0836, Acc:0.5938:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.9061, Acc:0.5938:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.8547, Acc:0.6562:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.9030, Acc:0.6562:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.8112, Acc:0.6875:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.9226, Acc:0.6875:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.6810, Acc:0.7188:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.8143, Acc:0.7188:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:0.7569, Acc:0.6875:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:1.1462, Acc:0.5938:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:1.0481, Acc:0.6250:  95%|█████████▌| 1488/1563 [00:14<00:00, 103.60step/s]
[ 16 / 20 ], Loss:1.0481, Acc:0.6250:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.9534, Acc:0.8125:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:1.0523, Acc:0.6562:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.7556, Acc:0.7500:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:1.0308, Acc:0.5938:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:1.0859, Acc:0.5625:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.5570, Acc:0.8438:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.8179, Acc:0.7188:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.9253, Acc:0.6562:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.8281, Acc:0.7188:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.9523, Acc:0.6562:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.8462, Acc:0.6562:  96%|█████████▌| 1499/1563 [00:14<00:00, 102.41step/s]
[ 16 / 20 ], Loss:0.8462, Acc:0.6562:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s] 
[ 16 / 20 ], Loss:0.9247, Acc:0.6875:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.4944, Acc:0.3750:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:0.8213, Acc:0.6250:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.4844, Acc:0.5312:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.3475, Acc:0.5625:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.0382, Acc:0.6250:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:0.8984, Acc:0.6562:  97%|█████████▋| 1510/1563 [00:14<00:00, 97.24step/s]
[ 16 / 20 ], Loss:0.8200, Acc:0.6875:  97%|█████████▋| 1510/1563 [00:15<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.2605, Acc:0.6250:  97%|█████████▋| 1510/1563 [00:15<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.1273, Acc:0.6250:  97%|█████████▋| 1510/1563 [00:15<00:00, 97.24step/s]
[ 16 / 20 ], Loss:1.1273, Acc:0.6250:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.9661, Acc:0.6875:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:1.2059, Acc:0.7500:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.8063, Acc:0.7500:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:1.1291, Acc:0.6250:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.8858, Acc:0.6562:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.7862, Acc:0.8438:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.8188, Acc:0.7500:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.9065, Acc:0.6562:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.6928, Acc:0.7188:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.9952, Acc:0.5625:  97%|█████████▋| 1520/1563 [00:15<00:00, 95.17step/s]
[ 16 / 20 ], Loss:0.9952, Acc:0.5625:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:0.8212, Acc:0.7500:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.2604, Acc:0.6562:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:0.7396, Acc:0.7188:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.1730, Acc:0.5938:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:0.8163, Acc:0.7188:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.1156, Acc:0.6875:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:0.6121, Acc:0.7500:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:0.9893, Acc:0.7188:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.1308, Acc:0.5938:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:0.9953, Acc:0.6562:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.0174, Acc:0.7188:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.0292, Acc:0.6250:  98%|█████████▊| 1530/1563 [00:15<00:00, 96.06step/s]
[ 16 / 20 ], Loss:1.0292, Acc:0.6250:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:1.1643, Acc:0.6562:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:1.2511, Acc:0.5938:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
[ 16 / 20 ], Loss:1.1171, Acc:0.5000:  99%|█████████▊| 1542/1563 [00:15<00:00, 99.63step/s]
